Timestamp,I have read the participant information and agree to take part in this survey.,Please provide the age range you belong to:,Where do you live?,Which language do you prefer for health information?,Which of the following digital healthcare services have you used in the past year?,How often do you use digital healthcare services?,Which platform do you use most often?,Overall Trust in Digital Healthcare Services [I trust digital and telehealth services for managing my healthcare needs.],Overall Trust in Digital Healthcare Services [I feel confident relying on digital healthcare services when medical help is needed.],Overall Trust in Digital Healthcare Services [I believe that digital healthcare providers generally act in my best interest regarding my health.],Trust-Building Factors: Data Privacy and Security [I believe my personal health information is kept private on digital healthcare platforms.],Trust-Building Factors: Data Privacy and Security [I feel my health data is protected from misuse or cyberattacks.],Trust-Building Factors: Data Privacy and Security [I am confident that the platform uses advanced encryption (secure technology) to store my medical records.],Trust-Building Factors: Data Transparency [Digital healthcare platforms clearly explain how my health data is used.],"Trust-Building Factors: Data Transparency [I can see which parties (doctor, lab, pharmacy) my health data is shared with.]",Trust-Building Factors: Data Transparency [I can see who has accessed my health records and when.],Trust-Building Factors: Consent and Control [I am asked for clear permission before my health data is collected or shared.],Trust-Building Factors: Consent and Control [I feel confident that I can withdraw my consent or delete my data from the platform whenever I choose.],"Trust-Building Factors: Consent and Control [I can choose which partners (lab, pharmacy, insurer) are allowed to see my data.]",Trust-Building Factors: Governance and Accountability [It is clear who is responsible if my health data is misused.],Trust-Building Factors: Governance and Accountability [There is an easy way to raise a complaint about my data or my care.],Trust-Building Factors: Governance and Accountability [Complaints I raise are tracked and resolved within a reasonable time.],Trust-Building Factors: Communication [The platform explains things in simple language that I understand.],"Trust-Building Factors: Communication [I receive timely updates at each step of my care (e.g., report ready, medicine dispatched).]",Trust-Building Factors: Communication [Messages from the platform feel respectful and caring.],Trust-Building Factors: Credibility and Social Proof [I trust digital healthcare services that are associated with certified doctors or hospitals.],Trust-Building Factors: Credibility and Social Proof [Seeing doctor qualifications on digital platforms increases my trust.],Trust-Building Factors: Credibility and Social Proof [Positive reviews and ratings from other patients significantly increase my trust in a digital doctor.],Trust-Building Factors: Credibility and Social Proof [Well-known digital healthcare platforms appear more trustworthy to me.],Trust-Building Factors: Credibility and Social Proof [I am more likely to trust a digital healthcare platform if it is recommended by friends or family.],Trust-Building Factors: Service Reliability [Digital healthcare platforms provide reliable medical advice.],Trust-Building Factors: Service Reliability [Online consultations through digital healthcare are generally accurate.],"Trust-Building Factors: Service Reliability [I trust that the platform will function smoothly without technical glitches (e.g., video freezing) during consultations.]",Trust Barriers / Concerns [I worry that my health data may be shared without my permission.],Trust Barriers / Concerns [I worry that my health data might be sold to third-party companies (like insurance or pharmaceutical firms) without my knowledge.],Trust Barriers / Concerns [I am concerned about incorrect diagnosis through online consultations.],Trust Barriers / Concerns [The lack of physical examination reduces my trust in digital healthcare services.],Trust Barriers / Concerns [I am concerned that important physical symptoms might be missed because the doctor cannot see me clearly through a screen.],Trust Barriers / Concerns [I fear online fraud while making payments on digital healthcare platforms.],Trust Barriers / Concerns [Hidden charges reduce my trust in digital healthcare services.],Trust Barriers / Concerns [Using digital healthcare platforms feels complicated for me.],"Trust Barriers / Concerns [I find the registration or login process for digital health apps frustrating, which lowers my trust in them.]",Future Intention and Adoption [I intend to continue using digital healthcare services in the future.],Future Intention and Adoption [I would recommend digital healthcare services to others.],Future Intention and Adoption [I plan to make digital healthcare my first option for minor health issues before visiting a physical clinic.],"Trust Barriers / Concerns [To show you are reading carefully, please select 'Agree' for this statement.]",Pricing [The pricing of digital healthcare services is clear and upfront.],Future Intention and Adoption [I am willing to use digital healthcare services more frequently if trust concerns are addressed.],Your overall experience with digital healthcare services can be rated as:
2026-01-27 07:51:22.648469,Yes,18-24,Tier-2 / Tier-3 city,Other,Scheduling appointments online,A few times a year,Tata 1mg,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,4
2026-01-27 10:03:44.395361,Yes,18-24,Metro city,English,Online prescription refills/pharmacy services,A few times a year,Practo,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,4
2026-01-27 11:13:51.917982,Yes,18-24,Tier-2 / Tier-3 city,Hindi,"Online doctor consultations (video/chat), Scheduling appointments online",Monthly,Tata 1mg,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,3
2026-01-27 11:48:55.105698,Yes,18-24,Rural / semi-urban,English,"Online prescription refills/pharmacy services, Scheduling appointments online",Daily/Almost Daily,Apollo 24|7,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,2
2026-01-27 12:02:54.308683,Yes,55-64,Metro city,English,"Online doctor consultations (video/chat), Viewing lab results/medical records online",Daily/Almost Daily,Tata 1mg,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Disagree,3
2026-01-27 13:52:13.067834,Yes,45-54,Tier-2 / Tier-3 city,Hindi,"Online doctor consultations (video/chat), Online prescription refills/pharmacy services, Viewing lab results/medical records online",Weekly,PharmEasy,Neutral,Agree,Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,3
2026-01-27 13:55:57.740933,Yes,25-34,Tier-2 / Tier-3 city,English,Viewing lab results/medical records online,Monthly,Hospital's own app,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,2
2026-01-27 16:21:37.622091,Yes,18-24,Metro city,English,"Scheduling appointments online, Online prescription refills/pharmacy services, Viewing lab results/medical records online, Online doctor consultations (video/chat)",Monthly,Practo,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Neutral,3
2026-01-27 16:22:36.731043,Yes,18-24,Tier-2 / Tier-3 city,Marathi,"Online prescription refills/pharmacy services, Online doctor consultations (video/chat)",Weekly,Practo,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,5
2026-01-27 19:50:20.900803,Yes,55-64,Tier-2 / Tier-3 city,Hindi,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-28 05:53:10.401633,Yes,18-24,Tier-2 / Tier-3 city,Hindi,Online doctor consultations (video/chat),Weekly,Other,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Agree,Disagree,Neutral,3
2026-01-29 16:37:11.943950,Yes,18-24,Metro city,English,Online prescription refills/pharmacy services,A few times a year,Apollo 24|7,Neutral,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,3
2026-01-29 20:01:27.836665,Yes,35-44,Tier-2 / Tier-3 city,Marathi,"Online doctor consultations (video/chat), Digital health monitoring apps (e.g. BP, fitness), Online prescription refills/pharmacy services",A few times a year,Apollo 24|7,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,2
2026-01-29 23:33:02.362545,Yes,18-24,Tier-2 / Tier-3 city,Hindi,Online doctor consultations (video/chat),Weekly,Tata 1mg,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,4
2026-01-29 23:42:07.367211,Yes,25-34,Metro city,English,"Viewing lab results/medical records online, Online prescription refills/pharmacy services",Weekly,Tata 1mg,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Neutral,1
2026-01-30 00:12:46.251474,Yes,25-34,Metro city,English,"Digital health monitoring apps (e.g. BP, fitness)",A few times a year,Tata 1mg,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,5
2026-01-30 01:09:39.835555,Yes,35-44,Rural / semi-urban,Marathi,Online prescription refills/pharmacy services,Weekly,Other,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,,Disagree,Agree,Disagree,Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,2
2026-01-30 01:52:17.389494,Yes,25-34,Metro city,Hindi,"Viewing lab results/medical records online, Online doctor consultations (video/chat)",Monthly,Practo,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,5
2026-01-30 01:57:19.842172,Yes,35-44,Metro city,English,"Mental health/counselling via telehealth, Online prescription refills/pharmacy services",A few times a year,Practo,Neutral,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,2
2026-01-30 02:34:09.268160,Yes,25-34,Metro city,English,Online doctor consultations (video/chat),Weekly,Practo,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,2
2026-01-30 03:53:00.166542,Yes,18-24,Metro city,Marathi,"Online prescription refills/pharmacy services, Viewing lab results/medical records online",Monthly,Apollo 24|7,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,4
2026-01-30 05:03:40.624632,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 05:14:07.882191,Yes,35-44,Metro city,English,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 05:35:48.601967,Yes,18-24,Metro city,Hindi,"Viewing lab results/medical records online, Scheduling appointments online, Online doctor consultations (video/chat)",Monthly,PharmEasy,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Neutral,2
2026-01-30 05:47:29.240787,Yes,25-34,Metro city,Hindi,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 05:59:19.101900,Yes,25-34,Rural / semi-urban,English,Online prescription refills/pharmacy services,Monthly,Apollo 24|7,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,3
2026-01-30 06:28:58.295614,Yes,55-64,Metro city,English,Scheduling appointments online,Weekly,Practo,Neutral,Agree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,3
2026-01-30 06:46:58.266339,Yes,18-24,Rural / semi-urban,English,"Scheduling appointments online, Viewing lab results/medical records online, Online doctor consultations (video/chat), Digital health monitoring apps (e.g. BP, fitness)",Monthly,Apollo 24|7,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,3
2026-01-30 06:59:37.342123,Yes,18-24,Metro city,Other,Online prescription refills/pharmacy services,Weekly,PharmEasy,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,3
2026-01-30 07:33:04.262141,Yes,25-34,Metro city,English,"Digital health monitoring apps (e.g. BP, fitness), Viewing lab results/medical records online, Online doctor consultations (video/chat), Scheduling appointments online",Weekly,Apollo 24|7,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,3
2026-01-30 09:34:02.734295,Yes,18-24,Tier-2 / Tier-3 city,Marathi,"Online doctor consultations (video/chat), Viewing lab results/medical records online, Scheduling appointments online",Daily/Almost Daily,Tata 1mg,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,4
2026-01-30 11:13:41.250478,Yes,18-24,Tier-2 / Tier-3 city,Marathi,"Online prescription refills/pharmacy services, Online doctor consultations (video/chat), Mental health/counselling via telehealth",Monthly,Practo,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,4
2026-01-30 11:17:55.255067,Yes,45-54,Tier-2 / Tier-3 city,Marathi,Online doctor consultations (video/chat),A few times a year,Practo,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,5
2026-01-30 11:23:26.154086,Yes,35-44,Metro city,Hindi,"Digital health monitoring apps (e.g. BP, fitness), Online prescription refills/pharmacy services, Viewing lab results/medical records online",Weekly,Practo,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Disagree,4
2026-01-30 12:02:08.381639,Yes,18-24,Tier-2 / Tier-3 city,Marathi,"Viewing lab results/medical records online, Online prescription refills/pharmacy services",A few times a year,PharmEasy,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,3
2026-01-30 12:02:22.560603,Yes,18-24,Tier-2 / Tier-3 city,Marathi,"Online prescription refills/pharmacy services, Viewing lab results/medical records online",Monthly,Tata 1mg,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,3
2026-01-30 12:15:13.845689,Yes,45-54,Rural / semi-urban,Hindi,"Online doctor consultations (video/chat), Mental health/counselling via telehealth",Daily/Almost Daily,Practo,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,5
2026-01-30 12:47:52.884444,Yes,25-34,Rural / semi-urban,English,Online prescription refills/pharmacy services,Monthly,Apollo 24|7,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,4
2026-01-30 13:21:11.647574,Yes,55-64,Tier-2 / Tier-3 city,Hindi,"Online prescription refills/pharmacy services, Online doctor consultations (video/chat), Scheduling appointments online",Monthly,Apollo 24|7,Disagree,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,1
2026-01-30 13:22:36.364729,Yes,25-34,Tier-2 / Tier-3 city,Marathi,"Online prescription refills/pharmacy services, Online doctor consultations (video/chat)",Monthly,PharmEasy,Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,3
2026-01-30 13:29:13.353005,Yes,18-24,Rural / semi-urban,Hindi,"Online prescription refills/pharmacy services, Online doctor consultations (video/chat), Digital health monitoring apps (e.g. BP, fitness), Viewing lab results/medical records online",Monthly,Hospital's own app,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,4
2026-01-30 14:08:15.238248,Yes,18-24,Tier-2 / Tier-3 city,English,"Viewing lab results/medical records online, Online doctor consultations (video/chat), Scheduling appointments online",Monthly,Practo,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,4
2026-01-30 14:45:05.792538,Yes,25-34,Tier-2 / Tier-3 city,Marathi,"Online prescription refills/pharmacy services, Scheduling appointments online",Monthly,Apollo 24|7,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Agree,Agree,2
